0.31586,0.51842,0.67746,-0.67268,-0.24263,0.34112,0.21969,0.292,0.10822,0.52741,0.34731,-0.34595,-0.34502,-0.16763,1.8222,-0.17019,0.16474,-1.0168,0.63571,-0.05613,-0.33385,-0.30558,0.11813,-0.48664,0.083495,0.65952,-0.3107,-0.055508,0.13478,0.33886,1.7567,-0.57486,0.13401,-0.21853,1.0117,0.26686,-0.40248,0.042577,-0.51724,1.1667,-0.75059,-0.78867,-0.25213,0.119,0.086694,0.30252,-0.57287,0.19092,0.48599,-0.85731,-0.37122,-0.77838,-0.70429,-0.78448,-0.30866,-0.0098041,-0.68398,-0.15635,0.28091,-0.079663,0.98562,-0.033888,-0.070759,0.0072316,1
0.25567,-0.058671,0.52102,-1.228,-1.558,0.33352,5.4952,0.32979,0.94057,-0.15559,1.1917,-0.62458,0.36166,0.021352,-2.2534,-0.36631,-0.84815,3.3924,-4.1527,0.28382,-0.15423,-2.7998,0.76533,0.65471,0.16344,-0.089626,-0.081081,0.31304,0.47353,-0.45434,-3.6405,0.42478,-4.4025,4.1732,2.103,1.1311,-0.1455,0.34655,-0.18375,-0.09767,-0.073887,-0.32722,0.36367,0.53182,1.2769,0.0089002,-1.0276,-4.0345,-0.26009,3.6417,0.64348,-0.89822,0.71131,-1.0512,-0.8044,-0.12155,-0.81226,0.82955,-0.71848,0.25035,2.4523,-0.19492,0.11814,-0.75534,1
0.19738,0.4553,0.50282,-1.5465,-1.5293,0.66589,3.7973,-0.032716,0.82843,0.1155,1.1825,-0.71881,0.022044,-0.55093,-0.81264,0.059724,-0.47369,2.2442,-2.5455,0.39816,-0.40508,-2.7301,0.6171,0.33461,0.14714,0.0033457,-0.2338,0.21299,0.46285,-0.044186,-2.3688,-0.099988,-2.7871,2.4866,2.1776,0.53824,-0.34433,0.46233,-0.38283,0.98804,-0.59711,-0.57267,0.23613,0.58672,0.52493,0.36716,-0.9707,-2.635,0.035434,2.2418,0.26232,-0.98355,-0.28586,-0.40533,-0.8807,-0.15979,-0.68282,0.50734,-0.34676,-0.10307,2.0033,-0.53859,-0.07479,-0.15358,1
0.25665,0.015308,0.3562,-0.74804,-0.66518,0.51674,3.844,0.23071,0.69084,-0.30931,0.67678,-0.33536,0.076044,-0.53591,-0.82003,-0.32655,-0.4915,2.3056,-2.3768,0.33003,-0.30289,-1.8882,0.26046,0.25398,0.34282,0.25192,0.02501,0.33432,0.47543,-0.028379,-1.9641,-0.35931,-2.6199,2.6871,1.8455,0.80663,-0.13262,-0.024392,-0.31633,0.24531,-0.19833,-0.3222,0.62735,0.58323,0.78776,0.44427,-0.78302,-2.3879,0.26071,1.7468,0.27829,-0.92251,0.30879,-0.89115,-0.62551,-0.092488,-0.855,0.67011,-0.028355,0.029761,1.6945,-0.66834,-0.03996,-0.53454,1
0.094676,0.70447,0.934,-0.82148,-0.040328,0.44254,0.052267,0.19971,0.10757,0.53101,0.1972,-0.5545,-0.20064,-0.3105,1.6427,-0.11218,0.26065,-1.0937,1.0001,-0.1357,-0.19458,0.032982,0.24151,-0.63029,0.085582,0.67384,-0.56026,-0.041905,0.017942,0.32385,2.0129,-0.60027,0.18436,-0.38312,1.1817,0.52779,-0.44725,-0.13385,-0.38964,0.93415,-0.71837,-0.82797,-0.088179,0.42402,0.10539,0.25705,-0.5657,0.38264,0.50029,-1.2666,-0.25264,-0.60914,-0.54192,-0.48305,-0.33894,-0.022219,-0.85528,-0.22085,0.38036,-0.17619,1.03,-0.085317,-0.059748,-0.0017635,1
0.3448,0.097773,0.26176,-0.58937,-0.30238,0.55128,2.262,0.42789,0.52112,-0.29342,0.01642,-0.26452,0.053585,-0.37828,-0.028663,-0.055993,-0.22089,1.0855,-1.1741,0.18101,-0.47731,-1.1163,0.2692,-0.16789,0.24376,0.44324,-0.26565,0.35549,0.26647,0.32561,-0.39876,-0.52607,-1.4402,1.5736,1.2462,0.71072,-0.17705,-0.1681,-0.44148,0.42502,-0.1327,-0.45761,0.17223,0.40212,0.55318,0.42899,-0.58306,-1.0339,0.20709,0.46954,0.1449,-0.70313,0.0075742,-0.50765,-0.3431,0.038481,-0.79253,0.2574,0.27003,0.077049,1.0779,-0.46972,-0.14799,-0.61986,1
0.27094,0.76888,0.75014,-0.34062,1.3274,0.19405,-3.2162,0.57537,-0.17,0.69939,-0.66968,-0.15973,-0.61176,0.25784,4.8603,0.13164,0.24681,-4.3022,3.6675,-0.28719,-0.24419,2.7105,-0.3981,-1.2787,-0.22888,0.9616,-0.63437,-0.14303,-0.068471,0.61235,5.2791,-0.62719,3.383,-3.2971,-0.53024,0.31815,-0.38607,-0.23535,-0.49865,1.1563,-0.65274,-1.0684,-0.79963,-0.11839,-0.41115,-0.1033,0.1319,3.3272,0.95129,-4.2355,-0.89834,0.022066,-0.98146,-0.74499,0.33452,0.21691,-0.20365,-0.96757,0.77437,-0.027401,-0.34686,0.65275,-0.0082553,0.32179,1
0.062465,0.006591,0.30721,-0.95669,-1.3429,0.61424,4.7113,0.19801,0.82006,-0.3349,0.79023,-0.54826,0.21424,-0.44205,-1.8558,-0.37715,-0.5036,3.0536,-3.2791,0.36491,-0.27202,-2.6743,0.59515,0.51029,0.35796,0.059206,-0.021065,0.3832,0.4017,-0.22542,-3.0051,-0.022979,-3.5535,3.6953,2.195,0.69556,-0.20408,0.13595,-0.27057,0.25372,-0.20811,-0.45402,0.56623,0.94692,0.641,0.51176,-0.90954,-3.159,0.039948,2.7996,0.54102,-0.88943,0.4217,-0.62881,-0.72095,-0.053535,-1.1571,0.78847,-0.37173,0.010949,2.0399,-0.6767,0.15035,-0.64286,1
0.15963,0.30231,0.48485,-0.68568,-0.36866,0.39462,2.5705,0.38847,0.45347,-0.23929,0.444,-0.26569,0.047501,-0.39814,0.053477,-0.11654,-0.029469,1.3841,-1.2097,0.093128,-0.58151,-1.3152,0.32065,0.12529,0.29815,0.37667,-0.022677,0.1295,0.38162,0.29725,-0.81909,-0.50529,-1.6176,1.6712,1.4354,0.60265,-0.35485,0.15646,-0.47216,0.6294,-0.49013,-0.31915,0.20205,0.53841,0.46973,0.49538,-0.59316,-1.1484,0.40252,0.81101,0.22882,-0.97365,-0.16613,-0.76402,-0.59805,-0.13534,-1.0177,0.25274,0.17617,-0.089068,1.3234,-0.43363,0.07221,-0.54326,1
0.27701,0.5539,0.73185,-0.93493,-0.71107,0.58144,1.7138,0.064722,0.59105,0.44789,0.84769,-0.36422,-0.17073,-0.16953,1.4444,0.0086517,0.045177,0.30006,-0.63101,0.034088,-0.20824,-1.0422,0.34052,-0.14568,0.015087,0.51975,-0.075421,0.058295,0.36707,0.60444,0.0088227,-0.12227,-0.74006,0.58755,1.2914,0.29536,-0.50281,0.38805,-0.30997,1.2379,-0.79394,-0.46542,-0.28354,-0.052385,0.46474,0.41186,-0.66756,-0.56292,0.2445,0.040749,-0.09654,-0.96729,-0.67382,-0.9217,-0.60167,-0.02733,-0.47646,0.035498,0.27505,0.021236,1.4454,-0.20909,-0.10374,-0.0089675,1
0.45513,0.51549,0.45283,-0.20692,1.85,0.25159,-2.7104,0.75726,-0.041659,0.34748,-0.90269,-0.073059,-0.5918,0.34961,4.4492,0.12312,0.14807,-3.8398,3.4224,-0.24803,-0.34969,2.632,-0.53706,-1.2363,-0.30837,1.0103,-0.48527,-0.13089,-0.11471,0.71774,4.648,-0.47842,2.7789,-2.8182,-0.49747,0.60909,-0.20954,-0.36734,-0.34149,0.75371,-0.37658,-0.89649,-0.54658,-0.075434,-0.10374,-0.086726,0.37102,3.2729,0.69509,-3.7843,-0.70878,-0.096871,-0.51677,-0.87398,0.38757,0.32892,-0.30876,-0.77054,0.9263,-0.053802,-0.36887,0.36277,-0.19843,-0.020666,1
0.47916,-0.18119,0.23736,-0.84735,-0.87138,0.51276,5.1018,0.16559,0.83953,-0.24493,1.2081,-0.66164,0.21448,0.40228,-1.2197,-0.13779,-0.83266,3.0334,-3.5868,0.289,-0.33687,-2.7542,0.60242,0.06271,0.042412,-0.12356,0.1319,0.065871,0.5253,-0.21142,-3.3823,0.53529,-3.4807,3.6723,1.67,1.1934,-0.10144,0.63673,-0.40253,0.31876,-0.13343,0.16467,-0.096723,0.25462,1.1021,0.021607,-0.78876,-3.5343,-0.1826,3.0398,0.48462,-0.78996,0.37705,-0.94501,-0.62777,0.054625,-0.76254,0.40506,-0.51028,0.32762,1.9432,-0.28814,0.015869,-0.4475,1
0.33541,0.30564,0.38557,-0.49026,0.41703,0.5117,0.77705,0.55227,0.34596,0.056005,-0.096948,-0.32952,-0.13868,-0.16024,1.1835,-0.10101,0.002888,-0.4142,0.50112,0.15303,-0.31453,0.10021,0.093326,-0.51424,0.00065775,0.64524,-0.32828,0.17033,0.01719,0.33488,1.2739,-0.5791,-0.49864,0.19824,0.8627,0.70339,-0.17921,-0.10623,-0.28489,0.37681,-0.19848,-0.64914,0.062387,0.4144,0.44987,0.33234,-0.39475,0.31666,0.44049,-0.75486,0.051902,-0.72013,-0.075693,-0.62716,-0.26078,0.037208,-0.74092,-0.033067,0.48075,-0.13342,0.83224,-0.30962,-0.20385,-0.36769,1
0.43455,-0.35278,0.27938,-1.0446,-1.3496,0.41163,5.4252,-0.13313,0.68404,0.09726,1.6982,-0.71727,0.25704,0.73041,-1.7163,-0.62342,-1.0066,3.92,-4.3514,0.31093,-0.26073,-2.9669,0.70312,0.079742,0.16914,-0.14228,0.043704,-0.010552,0.58456,-0.4543,-3.8019,1.1578,-4.231,3.7249,1.5308,1.1576,0.043907,0.68897,-0.46802,0.31948,0.0090467,0.11136,-0.35964,0.18449,0.902,0.028972,-0.97103,-3.9944,-0.32601,3.3337,0.40056,-0.59928,0.38924,-0.95452,-0.55637,0.22257,-0.92516,0.80206,-0.73436,0.38989,2.3297,-0.22543,0.15933,-0.33303,1
0.23331,0.12002,0.36319,-0.88032,-0.93011,0.55811,4.543,0.14991,0.61927,-0.25278,0.99601,-0.4095,0.26723,-0.33147,-1.2281,-0.24818,-0.4805,2.9526,-3.2838,0.22389,-0.45282,-2.4923,0.66236,0.30443,0.29613,0.11759,-0.11797,0.19373,0.52084,-0.11885,-2.7932,-0.018236,-3.0578,3.3148,1.7037,0.98626,-0.16325,0.33027,-0.45601,0.30136,-0.23822,-0.077185,0.36299,0.61579,0.77833,0.2593,-0.88106,-2.9265,-0.097688,2.4339,0.22751,-0.85752,0.34127,-0.84263,-0.66201,0.00075027,-1.0135,0.60132,-0.16971,0.067166,1.8446,-0.52511,0.12755,-0.5737,1
0.15497,0.13369,0.2983,-0.49606,-0.19223,0.49604,2.2364,0.46454,0.45744,-0.36936,0.2754,-0.30186,0.054455,-0.34656,0.079387,-0.10547,-0.11014,0.91377,-0.75058,0.108,-0.51582,-1.0039,0.18926,-0.04031,0.12712,0.4881,0.069603,0.032051,0.14043,0.32576,-0.44595,-0.49596,-1.6197,1.484,1.3491,0.46836,-0.091906,0.023159,-0.35194,0.4847,-0.20888,-0.43895,0.25862,0.53236,0.40051,0.48224,-0.52798,-0.77891,0.23356,0.40775,0.37866,-0.85149,0.012105,-0.57007,-0.45009,-0.19157,-1.0945,0.31091,0.15586,-0.16098,1.1623,-0.44007,-0.20389,-0.5622,1
0.36483,0.019315,0.49617,-1.1651,-1.3544,0.7133,3.5694,0.072508,0.59479,0.050033,1.4007,-0.4545,-0.094516,-0.24884,0.14492,0.053721,-0.55827,1.4528,-2.365,0.11408,-0.067505,-1.6087,0.12191,0.18014,0.057472,0.35647,0.20893,-0.13621,0.68093,0.67268,-2.214,0.50101,-2.2316,1.4291,1.8106,0.56954,-0.27552,0.62664,-0.11281,1.0222,-0.2799,0.054693,-0.42282,-0.35727,0.47927,0.27649,-0.82376,-1.943,-0.59336,1.1373,-0.13968,-0.81846,-0.080336,-1.2652,-1.119,0.36913,-0.085394,0.33092,0.0082646,0.30385,1.5154,-0.33049,-0.127,-0.2489,1
0.27517,0.10154,0.28828,-0.94005,-0.84501,0.66327,4.4656,0.24174,0.9855,-0.37386,0.79013,-0.53089,0.17778,-0.28042,-1.1817,-0.23621,-0.57795,2.8947,-2.9307,0.23974,-0.3944,-2.5877,0.54576,0.32022,0.2145,0.18339,-0.044787,0.28502,0.50342,0.051248,-2.7653,0.023605,-2.9936,3.2101,1.9743,0.74327,-0.25943,0.15653,-0.40229,0.41085,-0.24719,-0.39115,0.20769,0.66991,0.86977,0.4292,-0.9109,-2.6974,0.13568,2.3315,0.45439,-0.95564,0.20681,-0.69029,-0.72941,-0.023805,-0.86926,0.63308,-0.12759,0.069253,1.9478,-0.59383,0.08678,-0.58606,1
0.2585,-0.07114,0.25933,-0.80264,-0.76484,0.53701,4.3227,0.39364,0.66948,-0.47505,0.58662,-0.47844,0.13117,-0.27387,-1.3447,-0.26202,-0.67112,2.661,-3.0374,0.22349,-0.56427,-2.2522,0.41788,0.38108,0.26398,0.13373,0.036827,0.22761,0.42961,-0.045302,-2.8508,-0.047201,-3.0846,3.3221,1.7096,1.052,-0.093648,0.20961,-0.31242,0.22491,-0.12061,-0.10834,0.44407,0.61962,0.88643,0.19589,-0.80759,-2.8511,-0.072208,2.5322,0.25254,-0.81863,0.40928,-0.83962,-0.57651,-0.058187,-0.79263,0.60462,-0.073561,0.065014,1.608,-0.64192,-0.020905,-0.6392,1
